Country,Year,Arrivals,Occupation
Kuwait,2018,26526,Labourers production and service workers
Kuwait,2018,35,Agricultural workers
Kuwait,2018,236,Government
Kuwait,2018,3796,House wife
Kuwait,2018,22615,Students
Kuwait,2018,4308,Retired
Kuwait,2018,13,Others
Kuwait,2018,1,Not stated
SaudiArabia,2018,35090,Total
SaudiArabia,2018,8965,Professional
SaudiArabia,2018,2582,Administrative and managerial
SaudiArabia,2018,3233,Commercial personal and clerical
SaudiArabia,2018,10115,Labourers production and service workers
SaudiArabia,2018,29,Agricultural workers
SaudiArabia,2018,306,Government
SaudiArabia,2018,1397,House wife
SaudiArabia,2018,7561,Students
SaudiArabia,2018,876,Retired
SaudiArabia,2018,19,Others
SaudiArabia,2018,7,Not stated
UnitedArabEmirates,2018,151137,Total
UnitedArabEmirates,2018,24809,Professional
UnitedArabEmirates,2018,14352,Administrative and managerial
UnitedArabEmirates,2018,12923,Commercial personal and clerical
UnitedArabEmirates,2018,46692,Labourers production and service workers
UnitedArabEmirates,2018,54,Agricultural workers
UnitedArabEmirates,2018,817,Government
UnitedArabEmirates,2018,8649,House wife
UnitedArabEmirates,2018,38933,Students
UnitedArabEmirates,2018,3829,Retired
UnitedArabEmirates,2018,77,Others
UnitedArabEmirates,2018,2,Not stated
Others in Middle East,2018,300677,Total
Others in Middle East,2018,57767,Professional
Others in Middle East,2018,25218,Administrative and managerial
Others in Middle East,2018,33469,Commercial personal and clerical
Others in Middle East,2018,98483,Labourers production and service workers
Others in Middle East,2018,377,Agricultural workers
Others in Middle East,2018,1774,Government
Others in Middle East,2018,12017,House wife
Others in Middle East,2018,61918,Students
Others in Middle East,2018,9603,Retired
Others in Middle East,2018,49,Others
Others in Middle East,2018,2,Not stated
SouthAfrica,2018,97071,Total
SouthAfrica,2018,29088,Professional
SouthAfrica,2018,15032,Administrative and managerial
SouthAfrica,2018,11387,Commercial personal and clerical
SouthAfrica,2018,19638,Labourers production and service workers
SouthAfrica,2018,617,Agricultural workers
SouthAfrica,2018,236,Government
SouthAfrica,2018,2425,House wife
SouthAfrica,2018,12443,Students
SouthAfrica,2018,6167,Retired
SouthAfrica,2018,36,Others
SouthAfrica,2018,2,Not stated
Others in Africa,2018,103257,Total
Others in Africa,2018,23010,Professional
Others in Africa,2018,9974,Administrative and managerial
Others in Africa,2018,19336,Commercial personal and clerical
Others in Africa,2018,27204,Labourers production and service workers
Others in Africa,2018,212,Agricultural workers
Others in Africa,2018,1622,Government
Others in Africa,2018,3266,House wife
Others in Africa,2018,14952,Students
Others in Africa,2018,3607,Retired
Others in Africa,2018,74,Others
Others in Africa,2018,0,Not stated
Brunai,2019,19858,Total
Brunai,2019,4060,Professional
Brunai,2019,2770,Administrative and managerial
Brunai,2019,2255,Commercial personal and clerical
Brunai,2019,4112,Labourers production and service workers
Brunai,2019,15,Agricultural workers
Brunai,2019,674,Government
Brunai,2019,910,House wife
Brunai,2019,4054,Students
Brunai,2019,992,Retired
Brunai,2019,0,Others
Brunai,2019,16,Not stated
Cambodia,2019,925437,Total
Cambodia,2019,106121,Professional
Cambodia,2019,54596,Administrative and managerial
Cambodia,2019,149464,Commercial personal and clerical
Cambodia,2019,311224,Labourers production and service workers
Cambodia,2019,44697,Agricultural workers
Cambodia,2019,10130,Government
Cambodia,2019,50587,House wife
Cambodia,2019,160648,Students
Cambodia,2019,37959,Retired
Cambodia,2019,0,Others
Cambodia,2019,11,Not stated
Indonesia,2019,706908,Total
Indonesia,2019,102787,Professional
Indonesia,2019,63953,Administrative and managerial
Indonesia,2019,63111,Commercial personal and clerical
Indonesia,2019,234849,Labourers production and service workers
Indonesia,2019,628,Agricultural workers
Indonesia,2019,7372,Government
Indonesia,2019,85669,House wife
Indonesia,2019,133479,Students
Indonesia,2019,14849,Retired
Indonesia,2019,202,Others
Indonesia,2019,9,Not stated
Laos,2019,1856762,Total
Laos,2019,218591,Professional
Laos,2019,90481,Administrative and managerial
Laos,2019,104726,Commercial personal and clerical
Laos,2019,938886,Labourers production and service workers
Laos,2019,66814,Agricultural workers
Laos,2019,7996,Government
Laos,2019,65766,House wife
Laos,2019,282685,Students
Laos,2019,80791,Retired
Laos,2019,18,Others
Laos,2019,8,Not stated
Malaysia,2019,4274458,Total
Malaysia,2019,920714,Professional
Malaysia,2019,879875,Administrative and managerial
Malaysia,2019,551482,Commercial personal and clerical
Malaysia,2019,575800,Labourers production and service workers
Malaysia,2019,9398,Agricultural workers
Malaysia,2019,4343,Government
Malaysia,2019,614543,House wife
Malaysia,2019,657121,Students
Malaysia,2019,61062,Retired
Malaysia,2019,91,Others
Malaysia,2019,29,Not stated
Myanmar,2019,389301,Total
Myanmar,2019,70136,Professional
Myanmar,2019,36525,Administrative and managerial
Myanmar,2019,82280,Commercial personal and clerical
Myanmar,2019,93666,Labourers production and service workers
Myanmar,2019,1542,Agricultural workers
Myanmar,2019,892,Government
Myanmar,2019,8148,House wife
Myanmar,2019,79330,Students
Myanmar,2019,16754,Retired
Myanmar,2019,0,Others
Myanmar,2019,28,Not stated
Philippines,2019,473565,Total
Philippines,2019,119807,Professional
Philippines,2019,63198,Administrative and managerial
Philippines,2019,63953,Commercial personal and clerical
Philippines,2019,130708,Labourers production and service workers
Philippines,2019,1348,Agricultural workers
Philippines,2019,2410,Government
Philippines,2019,20344,House wife
Philippines,2019,52207,Students
Philippines,2019,19583,Retired
Philippines,2019,1,Others
Philippines,2019,6,Not stated
Singapore,2019,1150024,Total
Singapore,2019,311780,Professional
Singapore,2019,219077,Administrative and managerial
Singapore,2019,119443,Commercial personal and clerical
Singapore,2019,185146,Labourers production and service workers
Singapore,2019,287,Agricultural workers
Singapore,2019,11577,Government
Singapore,2019,54360,House wife
Singapore,2019,198687,Students
Singapore,2019,49551,Retired
Singapore,2019,67,Others
Singapore,2019,49,Not stated
Vietnam,2019,1080609,Total
Vietnam,2019,120091,Professional
Vietnam,2019,74754,Administrative and managerial
Vietnam,2019,193073,Commercial personal and clerical
Vietnam,2019,456526,Labourers production and service workers
Vietnam,2019,5491,Agricultural workers
Vietnam,2019,3222,Government
Vietnam,2019,14794,House wife
Vietnam,2019,174637,Students
Vietnam,2019,37806,Retired
Vietnam,2019,198,Others
Vietnam,2019,17,Not stated
China,2019,11138658,Total
China,2019,1059795,Professional
China,2019,596547,Administrative and managerial
China,2019,768456,Commercial personal and clerical
China,2019,6920932,Labourers production and service workers
China,2019,10792,Agricultural workers
China,2019,18438,Government
China,2019,60124,House wife
China,2019,1285632,Students
China,2019,406887,Retired
China,2019,10921,Others
China,2019,134,Not stated
HongKong,2019,1090121,Total
HongKong,2019,203965,Professional
HongKong,2019,139762,Administrative and managerial
HongKong,2019,205350,Commercial personal and clerical
HongKong,2019,217897,Labourers production and service workers
HongKong,2019,307,Agricultural workers
HongKong,2019,9445,Government
HongKong,2019,74082,House wife
HongKong,2019,178922,Students
HongKong,2019,60256,Retired
HongKong,2019,73,Others
HongKong,2019,62,Not stated
Japan,2019,1787185,Total
Japan,2019,213442,Professional
Japan,2019,144631,Administrative and managerial
Japan,2019,187906,Commercial personal and clerical
Japan,2019,831775,Labourers production and service workers
Japan,2019,3323,Agricultural workers
Japan,2019,6109,Government
Japan,2019,70312,House wife
Japan,2019,256542,Students
Japan,2019,72995,Retired
Japan,2019,57,Others
Japan,2019,93,Not stated
Korea,2019,1880465,Total
Korea,2019,214838,Professional
Korea,2019,112759,Administrative and managerial
Korea,2019,326471,Commercial personal and clerical
Korea,2019,636773,Labourers production and service workers
Korea,2019,4128,Agricultural workers
Korea,2019,4639,Government
Korea,2019,170056,House wife
Korea,2019,357331,Students
Korea,2019,53222,Retired
Korea,2019,199,Others
Korea,2019,49,Not stated
Taiwan,2019,781674,Total
Taiwan,2019,121108,Professional
Taiwan,2019,66093,Administrative and managerial
Taiwan,2019,184951,Commercial personal and clerical
Taiwan,2019,221545,Labourers production and service workers
Taiwan,2019,1332,Agricultural workers
Taiwan,2019,1941,Government
Taiwan,2019,23440,House wife
Taiwan,2019,125702,Students
Taiwan,2019,35452,Retired
Taiwan,2019,94,Others
Taiwan,2019,16,Not stated
Others in East,2019,114938,Total
Others in East,2019,17783,Professional
Others in East,2019,10129,Administrative and managerial
Others in East,2019,20147,Commercial personal and clerical
Others in East,2019,31123,Labourers production and service workers
Others in East,2019,41,Agricultural workers
Others in East,2019,1559,Government
Others in East,2019,3243,House wife
Others in East,2019,25471,Students
Others in East,2019,5414,Retired
Others in East,2019,12,Others
Others in East,2019,16,Not stated
Austria,2019,110690,Total
Austria,2019,20735,Professional
Austria,2019,14491,Administrative and managerial
Austria,2019,8748,Commercial personal and clerical
Austria,2019,35973,Labourers production and service workers
Austria,2019,187,Agricultural workers
Austria,2019,242,Government
Austria,2019,687,House wife
Austria,2019,16915,Students
Austria,2019,12699,Retired
Austria,2019,0,Others
Austria,2019,13,Not stated
Belgium,2019,114016,Total
Belgium,2019,22799,Professional
Belgium,2019,12700,Administrative and managerial
Belgium,2019,7778,Commercial personal and clerical
Belgium,2019,37371,Labourers production and service workers
Belgium,2019,54,Agricultural workers
Belgium,2019,666,Government
Belgium,2019,1005,House wife
Belgium,2019,19987,Students
Belgium,2019,11625,Retired
Belgium,2019,7,Others
Belgium,2019,24,Not stated
Denmark,2019,159526,Total
Denmark,2019,30177,Professional
Denmark,2019,19036,Administrative and managerial
Denmark,2019,10209,Commercial personal and clerical
Denmark,2019,40071,Labourers production and service workers
Denmark,2019,384,Agricultural workers
Denmark,2019,177,Government
Denmark,2019,680,House wife
Denmark,2019,38749,Students
Denmark,2019,20024,Retired
Denmark,2019,6,Others
Denmark,2019,13,Not stated
Finland,2019,125490,Total
Finland,2019,24313,Professional
Finland,2019,16528,Administrative and managerial
Finland,2019,9582,Commercial personal and clerical
Finland,2019,36375,Labourers production and service workers
Finland,2019,371,Agricultural workers
Finland,2019,226,Government
Finland,2019,904,House wife
Finland,2019,25640,Students
Finland,2019,11502,Retired
Finland,2019,1,Others
Finland,2019,48,Not stated
France,2019,713405,Total
France,2019,135455,Professional
France,2019,86025,Administrative and managerial
France,2019,57620,Commercial personal and clerical
France,2019,210626,Labourers production and service workers
France,2019,925,Agricultural workers
France,2019,1212,Government
France,2019,2469,House wife
France,2019,131845,Students
France,2019,87120,Retired
France,2019,19,Others
France,2019,89,Not stated
Germany,2019,836926,Total
Germany,2019,173830,Professional
Germany,2019,117335,Administrative and managerial
Germany,2019,64865,Commercial personal and clerical
Germany,2019,254435,Labourers production and service workers
Germany,2019,919,Agricultural workers
Germany,2019,2066,Government
Germany,2019,6216,House wife
Germany,2019,140063,Students
Germany,2019,77074,Retired
Germany,2019,73,Others
Germany,2019,50,Not stated
Ireland,2019,54344,Total
Ireland,2019,16967,Professional
Ireland,2019,6393,Administrative and managerial
Ireland,2019,4256,Commercial personal and clerical
Ireland,2019,12946,Labourers production and service workers
Ireland,2019,203,Agricultural workers
Ireland,2019,370,Government
Ireland,2019,730,House wife
Ireland,2019,8680,Students
Ireland,2019,3780,Retired
Ireland,2019,0,Others
Ireland,2019,19,Not stated
Italy,2019,250870,Total
Italy,2019,51341,Professional
Italy,2019,31000,Administrative and managerial
Italy,2019,18904,Commercial personal and clerical
Italy,2019,94936,Labourers production and service workers
Italy,2019,534,Agricultural workers
Italy,2019,389,Government
Italy,2019,2388,House wife
Italy,2019,33122,Students
Italy,2019,18245,Retired
Italy,2019,0,Others
Italy,2019,11,Not stated
Netherlands,2019,230006,Total
Netherlands,2019,50077,Professional
Netherlands,2019,33892,Administrative and managerial
Netherlands,2019,17386,Commercial personal and clerical
Netherlands,2019,56969,Labourers production and service workers
Netherlands,2019,293,Agricultural workers
Netherlands,2019,1016,Government
Netherlands,2019,2235,House wife
Netherlands,2019,49029,Students
Netherlands,2019,19053,Retired
Netherlands,2019,32,Others
Netherlands,2019,24,Not stated
Norway,2019,130509,Total
Norway,2019,25555,Professional
Norway,2019,14673,Administrative and managerial
Norway,2019,8497,Commercial personal and clerical
Norway,2019,35397,Labourers production and service workers
Norway,2019,397,Agricultural workers
Norway,2019,254,Government
Norway,2019,917,House wife
Norway,2019,27634,Students
Norway,2019,17169,Retired
Norway,2019,6,Others
Norway,2019,10,Not stated
Russian,2019,1481837,Total
Russian,2019,288920,Professional
Russian,2019,362728,Administrative and managerial
Russian,2019,96998,Commercial personal and clerical
Russian,2019,376264,Labourers production and service workers
Russian,2019,1512,Agricultural workers
Russian,2019,2610,Government
Russian,2019,14748,House wife
Russian,2019,283424,Students
Russian,2019,54438,Retired
Russian,2019,132,Others
Russian,2019,63,Not stated
Spain,2019,186969,Total
Spain,2019,61360,Professional
Spain,2019,23870,Administrative and managerial
Spain,2019,16426,Commercial personal and clerical
Spain,2019,48956,Labourers production and service workers
Spain,2019,331,Agricultural workers
Spain,2019,931,Government
Spain,2019,1026,House wife
Spain,2019,25675,Students
Spain,2019,8355,Retired
Spain,2019,10,Others
Spain,2019,29,Not stated
Sweden,2019,279451,Total
Sweden,2019,51510,Professional
Sweden,2019,35451,Administrative and managerial
Sweden,2019,19087,Commercial personal and clerical
Sweden,2019,81792,Labourers production and service workers
Sweden,2019,790,Agricultural workers
Sweden,2019,415,Government
Sweden,2019,1727,House wife
Sweden,2019,56264,Students
Sweden,2019,32344,Retired
Sweden,2019,32,Others
Sweden,2019,39,Not stated
Switzerland,2019,206087,Total
Switzerland,2019,44454,Professional
Switzerland,2019,30421,Administrative and managerial
Switzerland,2019,16893,Commercial personal and clerical
Switzerland,2019,55955,Labourers production and service workers
Switzerland,2019,284,Agricultural workers
Switzerland,2019,237,Government
Switzerland,2019,3184,House wife
Switzerland,2019,31789,Students
Switzerland,2019,22848,Retired
Switzerland,2019,5,Others
Switzerland,2019,17,Not stated
UnitedKingdom,2019,946774,Total
UnitedKingdom,2019,275320,Professional
UnitedKingdom,2019,138168,Administrative and managerial
UnitedKingdom,2019,67332,Commercial personal and clerical
UnitedKingdom,2019,198342,Labourers production and service workers
UnitedKingdom,2019,1108,Agricultural workers
UnitedKingdom,2019,5707,Government
UnitedKingdom,2019,14096,House wife
UnitedKingdom,2019,123507,Students
UnitedKingdom,2019,123075,Retired
UnitedKingdom,2019,62,Others
UnitedKingdom,2019,57,Not stated
EastEurope,2019,532911,Total
EastEurope,2019,134195,Professional
EastEurope,2019,105508,Administrative and managerial
EastEurope,2019,46736,Commercial personal and clerical
EastEurope,2019,136924,Labourers production and service workers
EastEurope,2019,977,Agricultural workers
EastEurope,2019,851,Government
EastEurope,2019,4880,House wife
EastEurope,2019,83004,Students
EastEurope,2019,19749,Retired
EastEurope,2019,77,Others
EastEurope,2019,10,Not stated
Others in Europe,2019,171409,Total
Others in Europe,2019,51877,Professional
Others in Europe,2019,24935,Administrative and managerial
Others in Europe,2019,16227,Commercial personal and clerical
Others in Europe,2019,42592,Labourers production and service workers
Others in Europe,2019,282,Agricultural workers
Others in Europe,2019,768,Government
Others in Europe,2019,2172,House wife
Others in Europe,2019,22171,Students
Others in Europe,2019,10323,Retired
Others in Europe,2019,49,Others
Others in Europe,2019,13,Not stated
Argentina,2019,28183,Total
Argentina,2019,9075,Professional
Argentina,2019,2247,Administrative and managerial
Argentina,2019,2306,Commercial personal and clerical
Argentina,2019,9558,Labourers production and service workers
Argentina,2019,46,Agricultural workers
Argentina,2019,48,Government
Argentina,2019,123,House wife
Argentina,2019,3798,Students
Argentina,2019,967,Retired
Argentina,2019,2,Others
Argentina,2019,13,Not stated
Brazil,2019,58970,Total
Brazil,2019,23770,Professional
Brazil,2019,7037,Administrative and managerial
Brazil,2019,5675,Commercial personal and clerical
Brazil,2019,11689,Labourers production and service workers
Brazil,2019,67,Agricultural workers
Brazil,2019,899,Government
Brazil,2019,371,House wife
Brazil,2019,7054,Students
Brazil,2019,2386,Retired
Brazil,2019,3,Others
Brazil,2019,19,Not stated
Canada,2019,252574,Total
Canada,2019,61002,Professional
Canada,2019,30765,Administrative and managerial
Canada,2019,22718,Commercial personal and clerical
Canada,2019,56630,Labourers production and service workers
Canada,2019,314,Agricultural workers
Canada,2019,1145,Government
Canada,2019,4527,House wife
Canada,2019,39631,Students
Canada,2019,35804,Retired
Canada,2019,30,Others
Canada,2019,8,Not stated
USA,2019,1136210,Total
USA,2019,323563,Professional
USA,2019,140123,Administrative and managerial
USA,2019,102579,Commercial personal and clerical
USA,2019,240457,Labourers production and service workers
USA,2019,1160,Agricultural workers
USA,2019,5423,Government
USA,2019,19197,House wife
USA,2019,169050,Students
USA,2019,134469,Retired
USA,2019,109,Others
USA,2019,80,Not stated
Others in America,2019,83863,Total
Others in America,2019,31153,Professional
Others in America,2019,9658,Administrative and managerial
Others in America,2019,7562,Commercial personal and clerical
Others in America,2019,18373,Labourers production and service workers
Others in America,2019,67,Agricultural workers
Others in America,2019,296,Government
Others in America,2019,1468,House wife
Others in America,2019,11971,Students
Others in America,2019,3201,Retired
Others in America,2019,111,Others
Others in America,2019,3,Not stated
Bangladesh,2019,139622,Total
Bangladesh,2019,10952,Professional
Bangladesh,2019,7523,Administrative and managerial
Bangladesh,2019,35232,Commercial personal and clerical
Bangladesh,2019,30541,Labourers production and service workers
Bangladesh,2019,38,Agricultural workers
Bangladesh,2019,1707,Government
Bangladesh,2019,20893,House wife
Bangladesh,2019,31217,Students
Bangladesh,2019,1509,Retired
Bangladesh,2019,0,Others
Bangladesh,2019,10,Not stated
India,2019,1961069,Total
India,2019,220481,Professional
India,2019,121017,Administrative and managerial
India,2019,632889,Commercial personal and clerical
India,2019,482660,Labourers production and service workers
India,2019,5941,Agricultural workers
India,2019,6516,Government
India,2019,170529,House wife
India,2019,271824,Students
India,2019,48987,Retired
India,2019,207,Others
India,2019,18,Not stated
Nepal,2019,60428,Total
Nepal,2019,8726,Professional
Nepal,2019,3859,Administrative and managerial
Nepal,2019,18600,Commercial personal and clerical
Nepal,2019,12936,Labourers production and service workers
Nepal,2019,218,Agricultural workers
Nepal,2019,866,Government
Nepal,2019,3565,House wife
Nepal,2019,10561,Students
Nepal,2019,1064,Retired
Nepal,2019,19,Others
Nepal,2019,14,Not stated
Pakistan,2019,71917,Total
Pakistan,2019,10369,Professional
Pakistan,2019,6943,Administrative and managerial
Pakistan,2019,20104,Commercial personal and clerical
Pakistan,2019,13828,Labourers production and service workers
Pakistan,2019,98,Agricultural workers
Pakistan,2019,548,Government
Pakistan,2019,7170,House wife
Pakistan,2019,12004,Students
Pakistan,2019,842,Retired
Pakistan,2019,0,Others
Pakistan,2019,11,Not stated
SriLanka,2019,70247,Total
SriLanka,2019,15569,Professional
SriLanka,2019,10123,Administrative and managerial
SriLanka,2019,16992,Commercial personal and clerical
SriLanka,2019,10549,Labourers production and service workers
SriLanka,2019,71,Agricultural workers
SriLanka,2019,102,Government
SriLanka,2019,2874,House wife
SriLanka,2019,11088,Students
SriLanka,2019,2869,Retired
SriLanka,2019,0,Others
SriLanka,2019,10,Not stated
Others in Asia,2019,53694,Total
Others in Asia,2019,8711,Professional
Others in Asia,2019,5425,Administrative and managerial
Others in Asia,2019,8353,Commercial personal and clerical
Others in Asia,2019,13448,Labourers production and service workers
Others in Asia,2019,215,Agricultural workers
Others in Asia,2019,4086,Government
Others in Asia,2019,2384,House wife
Others in Asia,2019,10017,Students
Others in Asia,2019,1050,Retired
Others in Asia,2019,5,Others
Others in Asia,2019,0,Not stated
Australia,2019,771798,Total
Australia,2019,183736,Professional
Australia,2019,114143,Administrative and managerial
Australia,2019,58841,Commercial personal and clerical
Australia,2019,184146,Labourers production and service workers
Australia,2019,1985,Agricultural workers
Australia,2019,3533,Government
Australia,2019,12870,House wife
Australia,2019,129818,Students
Australia,2019,82567,Retired
Australia,2019,54,Others
Australia,2019,105,Not stated
NewZealand,2019,93740,Total
NewZealand,2019,24563,Professional
NewZealand,2019,14437,Administrative and managerial
NewZealand,2019,7401,Commercial personal and clerical
NewZealand,2019,20104,Labourers production and service workers
NewZealand,2019,616,Agricultural workers
NewZealand,2019,301,Government
NewZealand,2019,1930,House wife
NewZealand,2019,15172,Students
NewZealand,2019,9200,Retired
NewZealand,2019,4,Others
NewZealand,2019,12,Not stated
Others in Oceania,2019,8616,Total
Others in Oceania,2019,2324,Professional
Others in Oceania,2019,1412,Administrative and managerial
Others in Oceania,2019,842,Commercial personal and clerical
Others in Oceania,2019,1916,Labourers production and service workers
Others in Oceania,2019,17,Agricultural workers
Others in Oceania,2019,152,Government
Others in Oceania,2019,101,House wife
Others in Oceania,2019,963,Students
Others in Oceania,2019,856,Retired
Others in Oceania,2019,33,Others
Others in Oceania,2019,0,Not stated
Egypt,2019,19010,Total
Egypt,2019,5392,Professional
Egypt,2019,2944,Administrative and managerial
Egypt,2019,1518,Commercial personal and clerical
Egypt,2019,5009,Labourers production and service workers
Egypt,2019,3,Agricultural workers
Egypt,2019,50,Government
Egypt,2019,243,House wife
Egypt,2019,3282,Students
Egypt,2019,554,Retired
Egypt,2019,2,Others
Egypt,2019,13,Not stated
Israel,2019,194081,Total
Israel,2019,39229,Professional
Israel,2019,22323,Administrative and managerial
Israel,2019,15669,Commercial personal and clerical
Israel,2019,48428,Labourers production and service workers
Israel,2019,358,Agricultural workers
Israel,2019,260,Government
Israel,2019,796,House wife
Israel,2019,55245,Students
Israel,2019,11724,Retired
Israel,2019,6,Others
Israel,2019,43,Not stated
Kuwait,2019,84504,Total
Kuwait,2019,11793,Professional
Kuwait,2019,6743,Administrative and managerial
Kuwait,2019,4913,Commercial personal and clerical
Kuwait,2019,26324,Labourers production and service workers
Kuwait,2019,20,Agricultural workers
Kuwait,2019,247,Government
Kuwait,2019,2671,House wife
Kuwait,2019,25616,Students
Kuwait,2019,6169,Retired
Kuwait,2019,1,Others
Kuwait,2019,7,Not stated
SaudiArabia,2019,36783,Total
SaudiArabia,2019,8012,Professional
SaudiArabia,2019,3833,Administrative and managerial
SaudiArabia,2019,3635,Commercial personal and clerical
SaudiArabia,2019,10447,Labourers production and service workers
SaudiArabia,2019,39,Agricultural workers
SaudiArabia,2019,125,Government
SaudiArabia,2019,1328,House wife
SaudiArabia,2019,8235,Students
SaudiArabia,2019,1120,Retired
SaudiArabia,2019,1,Others
SaudiArabia,2019,8,Not stated
UnitedArabEmirates,2019,145530,Total
UnitedArabEmirates,2019,22605,Professional
UnitedArabEmirates,2019,18092,Administrative and managerial
UnitedArabEmirates,2019,13527,Commercial personal and clerical
UnitedArabEmirates,2019,40188,Labourers production and service workers
UnitedArabEmirates,2019,11,Agricultural workers
UnitedArabEmirates,2019,556,Government
UnitedArabEmirates,2019,7021,House wife
UnitedArabEmirates,2019,38357,Students
UnitedArabEmirates,2019,5148,Retired
UnitedArabEmirates,2019,5,Others
UnitedArabEmirates,2019,20,Not stated
Others in Middle East,2019,247410,Total
Others in Middle East,2019,44974,Professional
Others in Middle East,2019,28841,Administrative and managerial
Others in Middle East,2019,25037,Commercial personal and clerical
Others in Middle East,2019,73211,Labourers production and service workers
Others in Middle East,2019,192,Agricultural workers
Others in Middle East,2019,977,Government
Others in Middle East,2019,8349,House wife
Others in Middle East,2019,55107,Students
Others in Middle East,2019,10641,Retired
Others in Middle East,2019,72,Others
Others in Middle East,2019,9,Not stated
SouthAfrica,2019,89750,Total
SouthAfrica,2019,25957,Professional
SouthAfrica,2019,15310,Administrative and managerial
SouthAfrica,2019,10266,Commercial personal and clerical
SouthAfrica,2019,16186,Labourers production and service workers
SouthAfrica,2019,335,Agricultural workers
SouthAfrica,2019,154,Government
SouthAfrica,2019,1981,House wife
SouthAfrica,2019,12796,Students
SouthAfrica,2019,6750,Retired
SouthAfrica,2019,8,Others
SouthAfrica,2019,7,Not stated
Others in Africa,2019,107069,Total
Others in Africa,2019,21574,Professional
Others in Africa,2019,13698,Administrative and managerial
Others in Africa,2019,19032,Commercial personal and clerical
Others in Africa,2019,27243,Labourers production and service workers
Others in Africa,2019,118,Agricultural workers
Others in Africa,2019,1628,Government
Others in Africa,2019,2780,House wife
Others in Africa,2019,16338,Students
Others in Africa,2019,4495,Retired
Others in Africa,2019,162,Others
Others in Africa,2019,1,Not stated
Brunai,2020,2444,Total
Brunai,2020,531,Professional
Brunai,2020,335,Administrative and managerial
Brunai,2020,269,Commercial personal and clerical
Brunai,2020,603,Labourers production and service workers
Brunai,2020,3,Agricultural workers
Brunai,2020,65,Government
Brunai,2020,82,House wife
Brunai,2020,389,Students
Brunai,2020,165,Retired
Brunai,2020,0,Others
Brunai,2020,2,Not stated
Cambodia,2020,164270,Total
Cambodia,2020,23999,Professional
Cambodia,2020,11856,Administrative and managerial
Cambodia,2020,29404,Commercial personal and clerical
Cambodia,2020,54413,Labourers production and service workers
Cambodia,2020,6293,Agricultural workers
Cambodia,2020,797,Government
Cambodia,2020,8471,House wife
Cambodia,2020,24701,Students
Cambodia,2020,4333,Retired
Cambodia,2020,0,Others
Cambodia,2020,3,Not stated
Indonesia,2020,96993,Total
Indonesia,2020,13732,Professional
Indonesia,2020,10622,Administrative and managerial
Indonesia,2020,7423,Commercial personal and clerical
Indonesia,2020,38108,Labourers production and service workers
Indonesia,2020,47,Agricultural workers
Indonesia,2020,764,Government
Indonesia,2020,7878,House wife
Indonesia,2020,16248,Students
Indonesia,2020,2161,Retired
Indonesia,2020,0,Others
Indonesia,2020,10,Not stated
Laos,2020,382246,Total
Laos,2020,57139,Professional
Laos,2020,22618,Administrative and managerial
Laos,2020,28684,Commercial personal and clerical
Laos,2020,174055,Labourers production and service workers
Laos,2020,13576,Agricultural workers
Laos,2020,1300,Government
Laos,2020,13719,House wife
Laos,2020,54336,Students
Laos,2020,16817,Retired
Laos,2020,0,Others
Laos,2020,2,Not stated
Malaysia,2020,612922,Total
Malaysia,2020,133691,Professional
Malaysia,2020,128432,Administrative and managerial
Malaysia,2020,95061,Commercial personal and clerical
Malaysia,2020,104551,Labourers production and service workers
Malaysia,2020,1185,Agricultural workers
Malaysia,2020,814,Government
Malaysia,2020,48515,House wife
Malaysia,2020,87487,Students
Malaysia,2020,13156,Retired
Malaysia,2020,27,Others
Malaysia,2020,3,Not stated
Myanmar,2020,54941,Total
Myanmar,2020,10067,Professional
Myanmar,2020,6045,Administrative and managerial
Myanmar,2020,9239,Commercial personal and clerical
Myanmar,2020,17427,Labourers production and service workers
Myanmar,2020,173,Agricultural workers
Myanmar,2020,71,Government
Myanmar,2020,747,House wife
Myanmar,2020,8554,Students
Myanmar,2020,2609,Retired
Myanmar,2020,6,Others
Myanmar,2020,3,Not stated
Philippines,2020,68359,Total
Philippines,2020,17602,Professional
Philippines,2020,10283,Administrative and managerial
Philippines,2020,8796,Commercial personal and clerical
Philippines,2020,20162,Labourers production and service workers
Philippines,2020,285,Agricultural workers
Philippines,2020,214,Government
Philippines,2020,2694,House wife
Philippines,2020,5378,Students
Philippines,2020,2945,Retired
Philippines,2020,0,Others
Philippines,2020,0,Not stated
Singapore,2020,132511,Total
Singapore,2020,34156,Professional
Singapore,2020,28657,Administrative and managerial
Singapore,2020,14110,Commercial personal and clerical
Singapore,2020,24266,Labourers production and service workers
Singapore,2020,36,Agricultural workers
Singapore,2020,1120,Government
Singapore,2020,5522,House wife
Singapore,2020,17127,Students
Singapore,2020,7512,Retired
Singapore,2020,0,Others
Singapore,2020,5,Not stated
Vietnam,2020,131308,Total
Vietnam,2020,16670,Professional
Vietnam,2020,13268,Administrative and managerial
Vietnam,2020,18945,Commercial personal and clerical
Vietnam,2020,55897,Labourers production and service workers
Vietnam,2020,348,Agricultural workers
Vietnam,2020,138,Government
Vietnam,2020,1698,House wife
Vietnam,2020,19220,Students
Vietnam,2020,5023,Retired
Vietnam,2020,81,Others
Vietnam,2020,20,Not stated
China,2020,1302137,Total
China,2020,178858,Professional
China,2020,95387,Administrative and managerial
China,2020,99155,Commercial personal and clerical
